id,name,concept_type,article_id,article_code,description,normalized_name
concept_article_91,Nguyên tắc xử lý đối với người dưới 18 tuổi phạm tội,age_responsibility,article_91,91,"1. Việc xử lý người dưới 18 tuổi phạm tội phải bảo đảm lợi ích tốt nhất của người dưới 18 tuổi và chủ yếu nhằm mục đích giáo dục, giúp đỡ họ sửa chữa sai lầm, phát triển lành mạnh, trở thành công dân có ích cho xã hội. Việc xử lý người dưới 18 tuổi phạm tội phải căn cứ vào độ tuổi, khả năng nhận thức của họ về tính chất nguy hiểm cho xã hội của hành vi phạm tội, nguyên nhân và điều kiện gây ra tội phạm. 2. Người dưới 18 tuổi phạm tội thuộc một trong các trường hợp sau đây và có nhiều tình tiết giảm nhẹ, tự nguyện khắc phục phần lớn hậu quả, nếu không thuộc trường hợp quy định tại Điều 29 của B",nguyen tac xu ly doi voi nguoi duoi 18 tuoi pham toi
concept_article_92,Điều kiện áp dụng,general_rule,article_92,92,"Cơ quan điều tra, Viện kiểm sát hoặc Tòa án chỉ quyết định miễn trách nhiệm hình sự và áp dụng biện pháp khiển trách, hòa giải tại cộng đồng hoặc biện pháp giáo dục tại xã, phường, thị trấn, nếu người dưới 18 tuổi phạm tội hoặc người đại diện hợp pháp của họ đồng ý với việc áp dụng một trong các biện pháp này.",dieu kien ap dung
concept_article_93,Khiển trách,general_rule,article_93,93,"1. Khiển trách được áp dụng đối với người dưới 18 tuổi phạm tội thuộc một trong các trường hợp sau đây nhằm giúp họ nhận thức rõ hành vi phạm tội, hậu quả gây ra đối với cộng đồng, xã hội và nghĩa vụ của họ: a) Người từ đủ 16 tuổi đến dưới 18 tuổi lần đầu phạm tội ít nghiêm trọng thuộc trường hợp quy định tại điểm a khoản 2 Điều 91 của Bộ luật này; b) Người dưới 18 tuổi là người đồng phạm có vai trò không đáng kể trong vụ án. 2. Cơ quan điều tra, Viện kiểm sát hoặc Tòa án quyết định áp dụng biện pháp khiển trách. Việc khiển trách đối với người dưới 18 tuổi phạm tội phải có sự chứng kiến của ch",khien trach
concept_article_94,Hòa giải tại cộng đồng,general_rule,article_94,94,"1. Hòa giải tại cộng đồng được áp dụng đối với người dưới 18 tuổi phạm tội thuộc một trong các trường hợp sau đây: a) Người từ đủ 16 tuổi đến dưới 18 tuổi phạm tội ít nghiêm trọng hoặc phạm tội nghiêm trọng thuộc trường hợp quy định tại điểm a khoản 2 Điều 91 của Bộ luật này; b) Người từ đủ 14 tuổi đến dưới 16 tuổi phạm tội rất nghiêm trọng thuộc trường hợp quy định tại điểm b khoản 2 Điều 91 của Bộ luật này. 2. Cơ quan điều tra, Viện kiểm sát hoặc Tòa án phối hợp với Ủy ban nhân dân cấp xã tổ chức việc hòa giải tại cộng đồng khi người bị hại hoặc người đại diện hợp pháp của người bị hại đã tự",hoa giai tai cong dong
concept_article_95,"Giáo dục tại xã, phường, thị trấn",general_rule,article_95,95,"1. Cơ quan điều tra, Viện kiểm sát hoặc Tòa án có thể áp dụng biện pháp giáo dục tại xã, phường, thị trấn từ 01 năm đến 02 năm đối với người dưới 18 tuổi phạm tội thuộc một trong các trường hợp sau đây: a) Người từ đủ 16 tuổi đến dưới 18 tuổi phạm tội ít nghiêm trọng hoặc phạm tội nghiêm trọng thuộc trường hợp quy định tại điểm a khoản 2 Điều 91 của Bộ luật này; b) Người từ đủ 14 tuổi đến dưới 16 tuổi phạm tội rất nghiêm trọng thuộc trường hợp quy định tại điểm b khoản 2 Điều 91 của Bộ luật này. 2. Người được Cơ quan điều tra, Viện kiểm sát hoặc Tòa án giao cho Ủy ban nhân dân cấp xã tổ chức g",giao duc tai xa phuong thi tran
concept_article_96,Giáo dục tại trường giáo dưỡng,general_rule,article_96,96,"1. Tòa án có thể áp dụng biện pháp giáo dục tại trường giáo dưỡng từ 01 năm đến 02 năm đối với người dưới 18 tuổi phạm tội, nếu thấy do tính chất nghiêm trọng của hành vi phạm tội, do nhân thân và môi trường sống của người đó mà cần đưa người đó vào một tổ chức giáo dục có kỷ luật chặt chẽ. 2. Người được giáo dục tại trường giáo dưỡng phải chấp hành đầy đủ những nghĩa vụ về học tập, học nghề, lao động, sinh hoạt dưới sự quản lý, giáo dục của nhà trường.",giao duc tai truong giao duong
concept_article_97,Chấm dứt trước thời hạn biện pháp giáo dục tại trường giáo dưỡng,general_rule,article_97,97,"Nếu người được giáo dục tại trường giáo dưỡng đã chấp hành một phần hai thời hạn, có nhiều tiến bộ, thì theo đề nghị của trường giáo dưỡng được giao trách nhiệm quản lý, giáo dục, Tòa án có thể quyết định chấm dứt thời hạn giáo dục tại trường giáo dưỡng.",cham dut truoc thoi han bien phap giao duc tai truong giao duong
concept_article_98,Các hình phạt được áp dụng đối với người dưới 18 tuổi phạm tội,age_responsibility,article_98,98,Người dưới 18 tuổi phạm tội chỉ bị áp dụng một trong các hình phạt sau đây đối với mỗi tội phạm: 1. Cảnh cáo. 2. Phạt tiền. 3. Cải tạo không giam giữ. 4. Tù có thời hạn.,cac hinh phat duoc ap dung doi voi nguoi duoi 18 tuoi pham toi
concept_article_99,Phạt tiền,general_rule,article_99,99,"Phạt tiền được áp dụng là hình phạt chính đối với người từ đủ 16 tuổi đến dưới 18 tuổi, nếu người đó có thu nhập hoặc có tài sản riêng. Mức tiền phạt đối với người từ đủ 16 tuổi đến dưới 18 tuổi phạm tội không quá một phần hai mức tiền phạt mà điều luật quy định.",phat tien
concept_article_100,Cải tạo không giam giữ,general_rule,article_100,100,"1. Hình phạt cải tạo không giam giữ được áp dụng đối với người từ đủ 16 tuổi đến dưới 18 tuổi phạm tội rất nghiêm trọng do vô ý hoặc phạm tội ít nghiêm trọng, phạm tội nghiêm trọng hoặc người từ đủ 14 tuổi đến dưới 16 tuổi phạm tội rất nghiêm trọng. 2. Khi áp dụng hình phạt cải tạo không giam giữ đối với người dưới 18 tuổi phạm tội, thì không khấu trừ thu nhập của người đó. Thời hạn cải tạo không giam giữ đối với người dưới 18 tuổi phạm tội không quá một phần hai thời hạn mà điều luật quy định.",cai tao khong giam giu
concept_article_101,Tù có thời hạn,general_rule,article_101,101,"Mức phạt tù có thời hạn áp dụng đối với người dưới 18 tuổi phạm tội được quy định như sau: 1. Đối với người từ đủ 16 tuổi đến dưới 18 tuổi khi phạm tội, nếu điều luật được áp dụng quy định hình phạt tù chung thân hoặc tử hình, thì mức hình phạt cao nhất được áp dụng không quá 18 năm tù; nếu là tù có thời hạn thì mức hình phạt cao nhất được áp dụng không quá ba phần tư mức phạt tù mà điều luật quy định; 2. Đối với người từ đủ 14 tuổi đến dưới 16 tuổi khi phạm tội, nếu điều luật được áp dụng quy định hình phạt tù chung thân hoặc tử hình, thì mức hình phạt cao nhất được áp dụng không quá 12 năm t",tu co thoi han
concept_article_102,"Quyết định hình phạt trong trường hợp chuẩn bị phạm tội, phạm tội chưa đạt",preparation,article_102,102,1. Tòa án quyết định hình phạt đối với người dưới 18 tuổi trong trường hợp chuẩn bị phạm tội hoặc phạm tội chưa đạt theo nguyên tắc quy định tại khoản 1 Điều 57 của Bộ luật này. 2. Mức hình phạt cao nhất đối với người từ đủ 14 tuổi đến dưới 16 tuổi chuẩn bị phạm tội không quá một phần ba mức hình phạt được quy định trong khung hình phạt đối với hành vi chuẩn bị phạm tội trong điều luật được áp dụng. Mức hình phạt cao nhất đối với người từ đủ 16 tuổi đến dưới 18 tuổi chuẩn bị phạm tội không quá một phần hai mức hình phạt được quy định trong khung hình phạt đối với hành vi chuẩn bị phạm tội tron,quyet dinh hinh phat trong truong hop chuan bi pham toi pham toi chua dat
concept_article_103,Tổng hợp hình phạt trong trường hợp phạm nhiều tội,general_rule,article_103,103,"1. Khi xét xử cùng một lần người dưới 18 tuổi phạm nhiều tội thì Tòa án quyết định hình phạt đối với từng tội và tổng hợp hình phạt chung theo quy định tại Điều 55 của Bộ luật này. Nếu hình phạt chung là cải tạo không giam giữ thì mức hình phạt cao nhất được áp dụng không quá 03 năm. Nếu hình phạt chung là tù có thời hạn thì mức hình phạt cao nhất được áp dụng không được vượt quá 18 năm đối với người từ đủ 16 tuổi đến dưới 18 tuổi khi phạm tội và 12 năm đối với người từ đủ 14 tuổi đến dưới 16 tuổi khi phạm tội. 2. Đối với người dưới 18 tuổi phạm nhiều tội, có tội được thực hiện trước khi đủ 16",tong hop hinh phat trong truong hop pham nhieu toi
concept_article_104,Tổng hợp hình phạt của nhiều bản án,general_rule,article_104,104,"Việc tổng hợp hình phạt trong trường hợp một người đang phải chấp hành một bản án mà lại bị xét xử về tội đã phạm trước hoặc sau khi có bản án này, được thực hiện theo quy định tại Điều 55 và Điều 56 của Bộ luật này. Hình phạt chung không được vượt quá mức hình phạt cao nhất quy định tại Điều 103 của Bộ luật này.",tong hop hinh phat cua nhieu ban an
concept_article_105,Giảm mức hình phạt đã tuyên,general_rule,article_105,105,"1. Người dưới 18 tuổi phạm tội bị phạt cải tạo không giam giữ hoặc phạt tù, nếu có tiến bộ và đã chấp hành được một phần tư thời hạn, thì được Tòa án xét giảm; riêng đối với hình phạt tù, mỗi lần có thể giảm đến 04 năm nhưng phải bảo đảm đã chấp hành ít nhất là hai phần năm mức hình phạt đã tuyên. 2. Người dưới 18 tuổi phạm tội bị phạt cải tạo không giam giữ hoặc phạt tù, nếu lập công hoặc mắc bệnh hiểm nghèo, thì được xét giảm ngay và có thể được miễn chấp hành phần hình phạt còn lại. 3. Người dưới 18 tuổi phạm tội bị phạt tiền nhưng bị lâm vào hoàn cảnh kinh tế đặc biệt khó khăn kéo dài do t",giam muc hinh phat da tuyen
concept_article_106,Tha tù trước hạn có điều kiện,general_rule,article_106,106,"1. Người dưới 18 tuổi đang chấp hành án phạt tù, nếu không thuộc các trường hợp quy định tại khoản 2 Điều 66 của Bộ luật này có thể được tha tù trước hạn khi có đủ các điều kiện sau đây: a) Phạm tội lần đầu; b) Có nhiều tiến bộ, có ý thức cải tạo tốt; c) Đã chấp hành được một phần ba thời hạn phạt tù; d) Có nơi cư trú rõ ràng. 2. Việc tha tù trước thời hạn có điều kiện được thực hiện theo quy định tại các khoản 3, 4 và 5 Điều 66 của Bộ luật này.",tha tu truoc han co dieu kien
concept_article_107,Xóa án tích,general_rule,article_107,107,"1. Người dưới 18 tuổi bị kết án được coi là không có án tích, nếu thuộc một trong các trường hợp sau đây: a) Người từ đủ 14 đến dưới 16 tuổi; b) Người từ đủ 16 tuổi đến dưới 18 tuổi bị kết án về tội phạm ít nghiêm trọng, tội phạm nghiêm trọng hoặc tội phạm rất nghiêm trọng do vô ý; c) Người bị áp dụng biện pháp tư pháp quy định tại Mục 3 Chương này. 2. Người từ đủ 16 tuổi đến dưới 18 tuổi bị kết án về tội phạm rất nghiêm trọng do cố ý hoặc tội phạm đặc biệt nghiêm trọng đương nhiên được xóa án tích nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo hoặc từ khi hết t",xoa an tich
concept_co_y_truc_tiep,Cố ý trực tiếp,fault,article_10,10,"Cố ý phạm tội là phạm tội trong những trường hợp sau đây: 1. Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó và mong muốn hậu quả xảy ra; 2. Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó có thể xảy ra, tuy không mong muốn nhưng vẫn có ý thức để mặc cho hậu quả xảy ra.",co y truc tiep
concept_co_y_gian_tiep,Cố ý gián tiếp,fault,article_10,10,"Cố ý phạm tội là phạm tội trong những trường hợp sau đây: 1. Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó và mong muốn hậu quả xảy ra; 2. Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó có thể xảy ra, tuy không mong muốn nhưng vẫn có ý thức để mặc cho hậu quả xảy ra.",co y gian tiep
concept_vo_y_qua_tu_tin,Vô ý do quá tự tin,fault,article_11,11,"Vô ý phạm tội là phạm tội trong những trường hợp sau đây: 1. Người phạm tội tuy thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội nhưng cho rằng hậu quả đó sẽ không xảy ra hoặc có thể ngăn ngừa được. 2. Người phạm tội không thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội, mặc dù phải thấy trước và có thể thấy trước hậu quả đó.",vo y do qua tu tin
concept_vo_y_cau_tha,Vô ý do cẩu thả,fault,article_11,11,"Vô ý phạm tội là phạm tội trong những trường hợp sau đây: 1. Người phạm tội tuy thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội nhưng cho rằng hậu quả đó sẽ không xảy ra hoặc có thể ngăn ngừa được. 2. Người phạm tội không thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội, mặc dù phải thấy trước và có thể thấy trước hậu quả đó.",vo y do cau tha
concept_nguoi_to_chuc,Người tổ chức trong đồng phạm,complicity_role,article_17,17,"1. Đồng phạm là trường hợp có hai người trở lên cố ý cùng thực hiện một tội phạm. 2. Phạm tội có tổ chức là hình thức đồng phạm có sự câu kết chặt chẽ giữa những người cùng thực hiện tội phạm. 3. Người đồng phạm bao gồm người tổ chức, người thực hành, người xúi giục, người giúp sức. Người thực hành là người trực tiếp thực hiện tội phạm. Người tổ chức là người chủ mưu, cầm đầu, chỉ huy việc thực hiện tội phạm. Người xúi giục là người kích động, dụ dỗ, thúc đẩy người khác thực hiện tội phạm. Người giúp sức là người tạo điều kiện tinh thần hoặc vật chất cho việc thực hiện tội phạm. 4. Người đồng ",nguoi to chuc trong dong pham
concept_nguoi_thuc_hanh,Người thực hành trong đồng phạm,complicity_role,article_17,17,"1. Đồng phạm là trường hợp có hai người trở lên cố ý cùng thực hiện một tội phạm. 2. Phạm tội có tổ chức là hình thức đồng phạm có sự câu kết chặt chẽ giữa những người cùng thực hiện tội phạm. 3. Người đồng phạm bao gồm người tổ chức, người thực hành, người xúi giục, người giúp sức. Người thực hành là người trực tiếp thực hiện tội phạm. Người tổ chức là người chủ mưu, cầm đầu, chỉ huy việc thực hiện tội phạm. Người xúi giục là người kích động, dụ dỗ, thúc đẩy người khác thực hiện tội phạm. Người giúp sức là người tạo điều kiện tinh thần hoặc vật chất cho việc thực hiện tội phạm. 4. Người đồng ",nguoi thuc hanh trong dong pham
concept_nguoi_xui_giuc,Người xúi giục trong đồng phạm,complicity_role,article_17,17,"1. Đồng phạm là trường hợp có hai người trở lên cố ý cùng thực hiện một tội phạm. 2. Phạm tội có tổ chức là hình thức đồng phạm có sự câu kết chặt chẽ giữa những người cùng thực hiện tội phạm. 3. Người đồng phạm bao gồm người tổ chức, người thực hành, người xúi giục, người giúp sức. Người thực hành là người trực tiếp thực hiện tội phạm. Người tổ chức là người chủ mưu, cầm đầu, chỉ huy việc thực hiện tội phạm. Người xúi giục là người kích động, dụ dỗ, thúc đẩy người khác thực hiện tội phạm. Người giúp sức là người tạo điều kiện tinh thần hoặc vật chất cho việc thực hiện tội phạm. 4. Người đồng ",nguoi xui giuc trong dong pham
concept_nguoi_giup_suc,Người giúp sức trong đồng phạm,complicity_role,article_17,17,"1. Đồng phạm là trường hợp có hai người trở lên cố ý cùng thực hiện một tội phạm. 2. Phạm tội có tổ chức là hình thức đồng phạm có sự câu kết chặt chẽ giữa những người cùng thực hiện tội phạm. 3. Người đồng phạm bao gồm người tổ chức, người thực hành, người xúi giục, người giúp sức. Người thực hành là người trực tiếp thực hiện tội phạm. Người tổ chức là người chủ mưu, cầm đầu, chỉ huy việc thực hiện tội phạm. Người xúi giục là người kích động, dụ dỗ, thúc đẩy người khác thực hiện tội phạm. Người giúp sức là người tạo điều kiện tinh thần hoặc vật chất cho việc thực hiện tội phạm. 4. Người đồng ",nguoi giup suc trong dong pham
concept_phong_ve_chinh_dang,Phòng vệ chính đáng,exemption,article_22,22,"1. Phòng vệ chính đáng là hành vi của người vì bảo vệ quyền hoặc lợi ích chính đáng của mình, của người khác hoặc lợi ích của Nhà nước, của cơ quan, tổ chức mà chống trả lại một cách cần thiết người đang có hành vi xâm phạm các lợi ích nói trên. Phòng vệ chính đáng không phải là tội phạm. 2. Vượt quá giới hạn phòng vệ chính đáng là hành vi chống trả rõ ràng quá mức cần thiết, không phù hợp với tính chất và mức độ nguy hiểm cho xã hội của hành vi xâm hại. Người có hành vi vượt quá giới hạn phòng vệ chính đáng phải chịu trách nhiệm hình sự theo quy định của Bộ luật này.",phong ve chinh dang
concept_tinh_the_cap_thiet,Tình thế cấp thiết,exemption,article_23,23,"1. Tình thế cấp thiết là tình thế của người vì muốn tránh gây thiệt hại cho quyền, lợi ích hợp pháp của mình, của người khác hoặc lợi ích của Nhà nước, của cơ quan, tổ chức mà không còn cách nào khác là phải gây một thiệt hại nhỏ hơn thiệt hại cần ngăn ngừa. Hành vi gây thiệt hại trong tình thế cấp thiết không phải là tội phạm. 2. Trong trường hợp thiệt hại gây ra rõ ràng vượt quá yêu cầu của tình thế cấp thiết, thì người gây thiệt hại đó phải chịu trách nhiệm hình sự.",tinh the cap thiet
concept_su_kien_bat_ngo,Sự kiện bất ngờ,exemption,article_20,20,"Người thực hiện hành vi gây hậu quả nguy hại cho xã hội trong trường hợp không thể thấy trước hoặc không buộc phải thấy trước hậu quả của hành vi đó, thì không phải chịu trách nhiệm hình sự.",su kien bat ngo
concept_say_ruou_bia_chat_kich_thich,"Phạm tội do dùng rượu, bia hoặc chất kích thích mạnh khác",general_rule,article_13,13,"Người phạm tội trong tình trạng mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình do dùng rượu, bia hoặc chất kích thích mạnh khác, thì vẫn phải chịu trách nhiệm hình sự.",pham toi do dung ruou bia hoac chat kich thich manh khac
concept_su_dung_trai_phep_chat_ma_tuy,Sử dụng trái phép chất ma túy,nlp_concept,article_256a,256a,"1. Người nào sử dụng trái phép chất ma túy thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 02 năm đến 03 năm: a) Đang trong thời hạn cai nghiện ma túy hoặc điều trị nghiện các chất ma túy bằng thuốc thay thế theo quy định của Luật Phòng, chống ma túy; b) Đang trong thời hạn quản lý sau cai nghiện ma túy theo quy định của Luật Phòng, chống ma túy; c) Đang trong thời hạn 02 năm kể từ ngày hết thời hạn quản lý sau cai nghiện ma túy và trong thời hạn quản lý người sử dụng trái phép chất ma túy theo quy định của Luật Phòng, chống ma túy; d) Đang trong thời hạn 02 năm kể từ khi tự ý chấm d",su dung trai phep chat ma tuy
concept_to_chuc_su_dung_trai_phep_chat_ma_tuy,Tổ chức sử dụng trái phép chất ma túy,nlp_concept,article_255,255,"1. Người nào tổ chức sử dụng trái phép chất ma túy dưới bất kỳ hình thức nào, thì bị phạt tù từ 03 năm đến 07 năm. 2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 07 năm đến 15 năm: a) Phạm tội 02 lần trở lên; b) Đối với 02 người trở lên; c) Đối với người từ đủ 13 tuổi đến dưới 18 tuổi; d) Đối với phụ nữ mà biết là có thai; đ) Đối với người đang cai nghiện; e) Gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%; g) Gây bệnh nguy hiểm cho người khác; h) Tái phạm nguy hiểm. 3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 1",to chuc su dung trai phep chat ma tuy
concept_khai_thac_lam_san_trai_phep,"Khai thác, tàng trữ, vận chuyển, chế biến, mua bán lâm sản trái pháp luật",nlp_concept,article_232,232,"1. Người nào thực hiện một trong các hành vi sau đây, nếu không thuộc trường hợp quy định tại Điều 243 của Bộ luật này, thì bị phạt tiền từ 50.000.000 đồng đến 300.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) Khai thác trái phép rừng sản xuất là rừng trồng từ 20 mét khối (m3) đến dưới 40 mét khối (m3) gỗ loài thực vật thông thường hoặc từ 15 mét khối (m3) đến dưới 30 mét khối (m3) gỗ thuộc Danh mục thực vật rừng, động vật rừng nguy cấp, quý, hiếm Nhóm IIA; b) Khai thác trái phép rừng sản xuất là rừng tự nhiên từ 10 mét khối (m3) đến dưới 20 mét k",khai thac tang tru van chuyen che bien mua ban lam san trai phap luat
concept_phan_boi_to_quoc,Phản bội Tổ quốc,national_security_concept,article_108,108,"1. Công dân Việt Nam nào câu kết với nước ngoài nhằm gây nguy hại cho độc lập, chủ quyền, thống nhất và toàn vẹn lãnh thổ của Tổ quốc, chế độ xã hội chủ nghĩa và Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, tiềm lực quốc phòng, an ninh, thì bị phạt tù từ 12 năm đến 20 năm, tù chung thân hoặc tử hình. 2. Phạm tội trong trường hợp có nhiều tình tiết giảm nhẹ, thì bị phạt tù từ 07 năm đến 15 năm. 3. Người chuẩn bị phạm tội này, thì bị phạt tù từ 01 năm đến 05 năm.",phan boi to quoc
